p_train,p_test,run_id,seed,epochs,mlp_depth,mlp_width,test_loss,test_accuracy
0.0,0.5,8,1242,20,3,128,8.223480339050292,0.2658
0.0,0.5125000000000001,8,1242,20,3,128,8.658160456085206,0.2562
0.0,0.525,8,1242,20,3,128,8.949787426757812,0.2475
0.0,0.5375,8,1242,20,3,128,9.440430758666992,0.2349
0.0,0.55,8,1242,20,3,128,9.84406201095581,0.2268
0.0,0.5625,8,1242,20,3,128,10.16468431854248,0.22
0.0,0.5750000000000001,8,1242,20,3,128,10.645364376831054,0.2084
0.0,0.5875,8,1242,20,3,128,11.023056381225587,0.1988
0.0,0.6000000000000001,8,1242,20,3,128,11.50968931274414,0.1901
0.0,0.6125,8,1242,20,3,128,11.869458824157714,0.186
0.0,0.625,8,1242,20,3,128,12.283232357788085,0.1788
0.0,0.6375000000000001,8,1242,20,3,128,12.695493380737304,0.175
0.0,0.65,8,1242,20,3,128,13.225299447631835,0.1655
0.0,0.6625000000000001,8,1242,20,3,128,13.594922631835937,0.1618
0.0,0.675,8,1242,20,3,128,13.981064906311035,0.158
0.0,0.6875,8,1242,20,3,128,14.437338966369628,0.1554
0.0,0.7000000000000001,8,1242,20,3,128,14.946295602416992,0.1444
0.0,0.7125,8,1242,20,3,128,15.455384646606445,0.1428
0.0,0.7250000000000001,8,1242,20,3,128,15.729940222167968,0.1391
0.0,0.7375,8,1242,20,3,128,16.252091204833985,0.134
0.0,0.75,8,1242,20,3,128,16.604741857910156,0.1282
0.0,0.7625000000000001,8,1242,20,3,128,17.120436932373046,0.1258
0.0,0.775,8,1242,20,3,128,17.51061385498047,0.1242
0.0,0.7875000000000001,8,1242,20,3,128,18.0903451751709,0.1186
0.0,0.8,8,1242,20,3,128,18.593255615234376,0.1163
0.0,0.8125,8,1242,20,3,128,19.06675603942871,0.1145
0.0,0.8250000000000001,8,1242,20,3,128,19.343443746948243,0.1105
0.0,0.8375,8,1242,20,3,128,19.942210031127928,0.1078
0.0,0.8500000000000001,8,1242,20,3,128,20.329152291870116,0.1035
0.0,0.8625,8,1242,20,3,128,20.846702038574218,0.1045
0.0,0.875,8,1242,20,3,128,21.28085149230957,0.1006
0.0,0.8875000000000001,8,1242,20,3,128,21.831846615600586,0.0998
0.0,0.9,8,1242,20,3,128,22.26167169494629,0.0964
0.0,0.9125000000000001,8,1242,20,3,128,22.721915325927736,0.0952
0.0,0.925,8,1242,20,3,128,23.17472788696289,0.0953
